source,barcode,name,name_ar,name_en,generic_name,brand,brand_slug,quantity,quantity_value,quantity_unit,categories,image_url,lang,stores
food,6223000717431,Tuna,,Tuna,,SUNSHINE,SUNSHINE,"185 جرام",185,g,en:hdh|en:طعام,https://images.openfoodfacts.org/images/products/622/300/071/7431/front_ar.12.400.jpg,ar,
food,6221073011180,"Milk chocolate stevia no sugar added",,"Milk chocolate stevia no sugar added",,Corona,Corona,"250 gm",250,g,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bars|en:chocolates|en:chocolates-with-sweeteners|en:milk-chocolates|en:candy-chocolate-bars|en:milk-chocolates-with-sweeteners,https://images.openfoodfacts.org/images/products/622/107/301/1180/front_en.4.400.jpg,en,
food,6223001366355,ببسي,,ببسي,,PEPSİ,PEPSİ,1:5,0,,"en:سكر غاز",https://images.openfoodfacts.org/images/products/622/300/136/6355/front_en.6.400.jpg,en,penny
food,6223007290913,"Bran Tortilla",,"Bran Tortilla",,"Damfi Breadway Selections","Damfi Breadway Selections",,,,,,en,
food,6223006052161,"Light Mayo",,"Light Mayo",,ADD-ME,ADD-ME,,,,en:condiments|en:sauces|en:mayonnaises,,en,
food,6223001367130,7up,,7up,,7up,7up,,,,en:beverages-and-beverages-preparations|en:beverages|en:non-alcoholic-beverages|en:carbonated-drinks|en:soft-drinks|en:sodas,https://images.openfoodfacts.org/images/products/622/300/136/7130/front_en.3.400.jpg,en,
food,6223007520331,"Full Fat Natural Yogurt",,"Full Fat Natural Yogurt",,Almarai,Almarai,,,,,,en,
food,6223001366751,,,,,,,,,,,,ar,
food,2987027189285,Dhbukk,,Dhbukk,Fettarm,"Fettarm, Fettarm unppar","Fettarm|Fettarm unppar","30 Capsule",,,en:dietary-supplements,https://images.openfoodfacts.org/images/products/298/702/718/9285/front_en.32.400.jpg,en,"fettarm.net, unppar.com"
food,5285000395140,"Indomie SuperMi","Indomie SuperMi",,,indomie,indomie,"120 g",120,g,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:dried-products|en:dried-products-to-be-rehydrated|en:pastas|en:noodles|en:instant-noodles,https://images.openfoodfacts.org/images/products/528/500/039/5140/front_en.5.400.jpg,ar,
food,6223000350003,"Juhayna milk 🥛",,"Juhayna milk 🥛",,,,,,,,https://images.openfoodfacts.org/images/products/622/300/035/0003/front_en.6.400.jpg,en,
food,6223001878018,"المراعي كامل الدسم",,"المراعي كامل الدسم",,المراعي,المراعي,"1.5 L",1500,ml,en:dairies|en:milks-liquid-and-powder|en:milks,https://images.openfoodfacts.org/images/products/622/300/187/8018/front_en.5.400.jpg,en,
food,6223001360186,"Diet Pepsi",,"Diet Pepsi",,Pepsi,Pepsi,320ml,320,ml,,https://images.openfoodfacts.org/images/products/622/300/136/0186/front_ar.9.400.jpg,ar,
food,6363367732439,"Harva German capsules natural Weight Loss support 400 ml 30 Capsule",,"Harva German capsules natural Weight Loss support 400 ml 30 Capsule","Harva German capsules",Harva,Harva,"30 Capsule",,,en:dietary-supplements,https://images.openfoodfacts.org/images/products/636/336/773/2439/front_en.25.400.jpg,en,"fettarm.net, harva.net, unppar.com"
food,6221033173217,"HEINZ yellow mustard",نبني,Mustard,,Heinz,heinz,,,,en:condiments|en:sauces|en:mustards|en:yellow-mustards,https://images.openfoodfacts.org/images/products/622/103/317/3217/front_fr.24.400.jpg,fr,
food,6223003804602,Digestive,,,,"Mc vities","Mc vities",400g,400,g,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,https://images.openfoodfacts.org/images/products/622/300/380/4602/front_fr.7.400.jpg,fr,
food,6223000762042,"El Bawadi MOLASSES","El Bawadi MOLASSES","El Bawadi Molasses",,,,,,,en:sweeteners|en:syrups|en:simple-syrups,https://images.openfoodfacts.org/images/products/622/300/076/2042/front_en.3.400.jpg,ar,
food,6222014351396,Zabado,Zabado,,,juhayna,juhayna,440gm,440,g,"en:beverages-and-beverages-preparations|en:beverages|en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:dairy-drinks|en:fermented-dairy-desserts|en:fermented-drinks|en:fermented-milk-drinks|en:yogurts|en:yogurt-drinks|en:Drinking yogurt",https://images.openfoodfacts.org/images/products/622/201/435/1396/front_en.4.400.jpg,ar,
food,6221030003753,"Bisk light",,,,,,,,,,https://images.openfoodfacts.org/images/products/622/103/000/3753/front_fr.3.400.jpg,fr,
food,6221075051207,,,,,,,,,,,https://images.openfoodfacts.org/images/products/622/107/505/1207/front_ar.6.400.jpg,en,
food,6223000270202,"Instant coffee",,"Instant coffee",,"Misr Café","Misr Café",100gm,100,g,en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:plant-based-foods|en:beverage-preparations|en:coffees|en:instant-beverages|en:instant-coffees,https://images.openfoodfacts.org/images/products/622/300/027/0202/front_en.4.400.jpg,en,
food,6224000147143,"جبنه فيتا","جبنه فيتا",,"جبن فيتا نباتى الدهن عالى الدسم","Obour land, عبور لاند","Obour land|عبور لاند",250,0,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,https://images.openfoodfacts.org/images/products/622/400/014/7143/front_ar.17.400.jpg,ar,
food,6222014352416,"جهينة رايب",,"جهينة رايب",,,,,,,,https://images.openfoodfacts.org/images/products/622/201/435/2416/front_en.5.400.jpg,en,
food,6223000710067,تونه,تونه,,,جنيه,جنيه,1,0,,,,ar,
food,6223000718919,,,,,,,,,,,,en,
food,6223007652261,منديل,منديل,,,,,,,,,https://images.openfoodfacts.org/images/products/622/300/765/2261/front_ar.3.400.jpg,ar,
food,6221073008043,"Oat Biscuits",,,,Bimbo,Bimbo,,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,,fr,
food,6224011241366,Cola,,Cola,,V7,V7,,,,ar:e,https://images.openfoodfacts.org/images/products/622/401/124/1366/front_en.9.400.jpg,en,
food,6224007250471,,,,,,,"700 g",700,g,,https://images.openfoodfacts.org/images/products/622/400/725/0471/front_en.3.400.jpg,en,
food,5449000294975,,,,,"The Coca-Cola company","The Coca-Cola company",,,,en:beverages-and-beverages-preparations|en:beverages|en:non-alcoholic-beverages|en:carbonated-drinks|en:soft-drinks|en:sodas,,tr,
food,6223000680391,"Oat rice cakes",,"Oat rice cakes",,,,,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:puffed-cereal-cakes|en:puffed-rice-cakes,,en,
food,6223001877202,"المراعي مكس فراولة",,"المراعي مكس فراولة",,,,,,,,https://images.openfoodfacts.org/images/products/622/300/187/7202/front_en.4.400.jpg,en,
food,7622201702793,"Trident mixed berries flavorمەیسەر",,"Trident mixed berries flavorمەیسەر",,Trident,Trident,"8 g",8,g,en:snacks|en:sweet-snacks|en:confectioneries|en:chewing-gum|en:sugar-free-chewing-gum,https://images.openfoodfacts.org/images/products/762/220/170/2793/front_en.12.400.jpg,en,
food,6222014352195,"Greek Yogurt 2% Fat",,"Greek Yogurt 2% Fat",,Juhayna,Juhayna,,,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,,en,
food,6223001030003,"Baking powder",,"Baking powder",,,,16g,16,g,en:cooking-helpers,https://images.openfoodfacts.org/images/products/622/300/103/0003/front_en.4.400.jpg,en,
food,6224008603559,"Sardines in vegetable oil",,,,,,"125 g",125,g,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:sardines|en:canned-sardines|en:sardines-in-oil,https://images.openfoodfacts.org/images/products/622/400/860/3559/front_fr.3.400.jpg,fr,
food,6221031490699,Lays,,Lays,,"chipsy شيبسي","chipsy شيبسي",,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:salty-snacks|en:appetizers|en:chips-and-fries|en:potatoes-and-their-products|en:crisps|en:salty-snacks-made-from-potato|en:potato-crisps,,en,
food,6222020803841,كرنفاليتا,,كرنفاليتا,,Nestlé,nestle,,,,,https://images.openfoodfacts.org/images/products/622/202/080/3841/front_en.3.400.jpg,en,
food,6222001100570,"Vanilla Wafers",,"Vanilla Wafers",,Bisco,Bisco,,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,,en,
food,6222014310898,"Juhayna mix Strawberry milk","Mix juhayna",,,,,200ml,200,ml,,https://images.openfoodfacts.org/images/products/622/201/431/0898/front_fr.10.400.jpg,fr,
food,6223002389636,"Hipro cookies& cream",,"Cookies And Cream, Concentrated Yogurt, Drink",,"Dan GoPro Hipro","Dan GoPro Hipro",260ml,260,ml,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,https://images.openfoodfacts.org/images/products/622/300/238/9636/front_en.9.400.jpg,fr,
food,6222035228233,"Tiger Excellence Balsamic Vinegar And Sea Salt",,"Tiger Excellence Balsamic Vinegar And Sea Salt",,Tiger,Tiger,,,,en:snacks|en:salty-snacks|en:appetizers|en:chips-and-fries|en:crisps,,ar,
food,6222035227533,"sweet cheese",,"sweet cheese",,balance,balance,,,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,,en,
food,6222014300127,"Heavy Whipping Cream",,"Heavy Whipping Cream",,Juhayna,Juhayna,,,,en:dairies|en:creams,https://images.openfoodfacts.org/images/products/622/201/430/0127/front_en.15.400.jpg,en,
food,6223000758571,"Creamy Cheese Sandwich with Roumy Cheese",,"Creamy Cheese Sandwich with Roumy Cheese",,Domty,domty,,,,,https://images.openfoodfacts.org/images/products/622/300/075/8571/front_en.8.400.jpg,en,
food,6222035232421,"Tiger Chips",تايجر,"Tiger Chips",,Tiger,Tiger,"58-68 g",68,g,en:Chips|en:Fried-potato-chips,https://images.openfoodfacts.org/images/products/622/203/523/2421/front_en.6.400.jpg,en,
food,6221031003745,"Crucnhy Chips Sweet Pepper",,"Crucnhy Chips Sweet Pepper",,Crunchy,Crunchy,,,,en:snacks|en:salty-snacks|en:appetizers|en:chips-and-fries|en:crisps,,en,
food,6224010623729,"Cream Cheese",,"Cream Cheese",,Yopolis,Yopolis,,,,,https://images.openfoodfacts.org/images/products/622/401/062/3729/front_en.3.400.jpg,en,
food,6222018201321,,,,,,,,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats|en:olive-tree-products|en:vegetable-oils|en:olive-oils,https://images.openfoodfacts.org/images/products/622/201/820/1321/front_en.3.400.jpg,en,
food,7622300876760,Original,,Original,,Tuc,tuc,,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,https://images.openfoodfacts.org/images/products/762/230/087/6760/front_en.6.400.jpg,en,
food,6222024104524,"Date Biscuits",,,,Ulker,Ulker,,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,https://images.openfoodfacts.org/images/products/622/202/410/4524/front_fr.3.400.jpg,fr,
food,6224008526506,"Maxi Cola",,"Maxi Cola","Carbonated Cola Flavored Soft Drink","Maxi, Maxi Cola","Maxi|Maxi Cola","يتوفر بأحجام مختلفة، منها: 400 مل، 1 لتر",1000,ml,"en:beverages-and-beverages-preparations|en:beverages|en:non-alcoholic-beverages|en:carbonated-drinks|en:soft-drinks|en:sodas|en:colas|ar:كولا|ar:مشروبات غازية،|ar:مشروبات محلاة،",https://images.openfoodfacts.org/images/products/622/400/852/6506/front_en.4.400.jpg,en,مصر
food,6221033001275,Mustard,,Mustard,,Heinz,heinz,125g,125,g,en:condiments|en:sauces|en:mustards,https://images.openfoodfacts.org/images/products/622/103/300/1275/front_en.7.400.jpg,en,
food,6223000276549,,,,,,,,,,en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:plant-based-foods|en:hot-beverages|en:beverage-preparations|en:coffees|en:capsules|en:coffee-capsules,https://images.openfoodfacts.org/images/products/622/300/027/6549/front_en.3.400.jpg,en,
food,6224008857136,"ايس كريم فرايدي",,"ايس كريم فرايدي",,Friday,Friday,,,,,https://images.openfoodfacts.org/images/products/622/400/885/7136/front_en.6.400.jpg,en,
food,7622202015915,,,,,,,,,,,https://images.openfoodfacts.org/images/products/762/220/201/5915/front_en.5.400.jpg,en,
food,6221333002767,,,,,,,,,,,https://images.openfoodfacts.org/images/products/622/133/300/2767/front_en.3.400.jpg,en,
food,8410175046192,,,,,,,,,,,,ar,
food,6221031490125,"Abdulltiks jjjj",,"Abdulltiks jjjj",,,,,,,,https://images.openfoodfacts.org/images/products/622/103/149/0125/front_en.8.400.jpg,en,
food,6223001874294,"Full Cream Milk",,"Full Cream Milk",,Almarai,Almarai,,,,en:dairies|en:milks-liquid-and-powder|en:milks|en:whole-milks,https://images.openfoodfacts.org/images/products/622/300/187/4294/front_en.9.400.jpg,en,
food,6223001030508,Salt,,Salt,,"Tag elmelouk","Tag elmelouk","700 g",700,g,"en:condiments|en:salts|en:Refined white salt",https://images.openfoodfacts.org/images/products/622/300/103/0508/front_en.17.400.jpg,en,
food,6223000411001,windows,,windows,,,,,,,en:chips-and-fries,,en,
food,6223000430026,"Whole wheat toast bread",,"Brown Whole Wheat Toast",,"Rich Bake","Rich Bake",,,,"en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:breads|en:toasts|en:home-made-toasted-breads|en:whole wheat toast",https://images.openfoodfacts.org/images/products/622/300/043/0026/front_fr.3.400.jpg,fr,
food,6221031490132,Chips,,,,Pepsi,Pepsi,,,,en:snacks|en:salty-snacks|en:appetizers|en:chips-and-fries|en:crisps,https://images.openfoodfacts.org/images/products/622/103/149/0132/front_fr.3.400.jpg,fr,
food,90162602,"Red Bull Energy Drink",,"Red Bull Energy Drink","Energy Drink","Red Bull","Red Bull","250 ml",250,ml,"en:beverages-and-beverages-preparations|en:beverages|en:carbonated-drinks|en:sodas|en:energy-drinks|en:sweetened-beverages|en:Carbonated Sodas",https://images.openfoodfacts.org/images/products/000/009/016/2602/front_en.134.400.jpg,en,"Asda, Kmart, Liquorland, Tesco"
food,6223000410912,,,,,,,,,,,https://images.openfoodfacts.org/images/products/622/300/041/0912/front_en.4.400.jpg,en,
food,6223000495124,MAGNUM,,MAGNUM,,MOLTO,MOLTO,100,,,en:desserts|en:frozen-foods|en:frozen-desserts|en:ice-creams-and-sorbets|en:ice-creams,https://images.openfoodfacts.org/images/products/622/300/049/5124/front_en.8.400.jpg,en,edita
food,6224000432003,"Fresh Milk Full Cream",,"Fresh Milk Full Cream",,"Dina Farms","Dina Farms",,,,,https://images.openfoodfacts.org/images/products/622/400/043/2003/front_en.8.400.jpg,en,
food,6223000082201,"Fayrouz pineapple carbonated beverage",,"Fayrouz pineapple carbonated beverage",,Fayrouz,Fayrouz,330ml,330,ml,en:beverages-and-beverages-preparations|en:beverages|en:waters|en:Softdrink,https://images.openfoodfacts.org/images/products/622/300/008/2201/front_en.6.400.jpg,en,
food,6223000352656,Zabadou,,Zabadou,"Zabadou peach",Juhayna,Juhayna,"440 g",440,g,en:beverages-and-beverages-preparations|en:beverages|en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:dairy-drinks|en:fermented-dairy-desserts|en:fermented-drinks|en:fermented-milk-drinks|en:yogurts|en:yogurt-drinks,https://images.openfoodfacts.org/images/products/622/300/035/2656/front_en.21.400.jpg,en,"Metro, On The Run, Oscar, Royal House"
food,6223001930594,"Pure life",,,,Nestlé,nestle,,,,,https://images.openfoodfacts.org/images/products/622/300/193/0594/front_fr.3.400.jpg,fr,
food,6222002300153,"شاي العروسه","شاي العروسه",,,السركه,السركه,1,0,,en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:hot-beverages|en:plant-based-beverages|en:teas,https://images.openfoodfacts.org/images/products/622/200/230/0153/front_ar.3.400.jpg,ar,
food,6224010433021,"Texas burger sauce",,"Texas Burger Sauce",,"Good France","Good France",,,,,https://images.openfoodfacts.org/images/products/622/401/043/3021/front_fr.3.400.jpg,fr,
food,6223001930044,ماء,,,,تلةنم,تلةنم,‏٢لتر,0,ml,en:beverages-and-beverages-preparations|en:beverages|en:waters,https://images.openfoodfacts.org/images/products/622/300/193/0044/front_xx.11.400.jpg,xx,
food,6772504392632,"Coffee Mix",,"Coffee Mix",,Bonjorno,Bonjorno,6g,6,g,en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:plant-based-foods|en:beverage-preparations|en:coffees|en:instant-beverages|en:instant-coffees|en:instant-powder-for-coffee-with-milk,https://images.openfoodfacts.org/images/products/677/250/439/2632/front_en.3.400.jpg,en,"Oscar, Royal House"
food,6225000332928,"Nestle sparking water",,"Nestle sparking water",,,,240ml,240,,,https://images.openfoodfacts.org/images/products/622/500/033/2928/front_en.8.400.jpg,en,
food,6224009372249,,,,,,,,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,,en,
food,6221031001222,,,,,,,,,,,https://images.openfoodfacts.org/images/products/622/103/100/1222/front_ar.3.400.jpg,ar,
food,6223000498309,"Fresca Waffer Biscuits Covered With Chocolate",,"Fresca Waffer Biscuits Covered With Chocolate",,Edita,edita,"35 g",35,g,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:wafers,https://images.openfoodfacts.org/images/products/622/300/049/8309/front_en.18.400.jpg,en,
food,6223001360506,orange,,orange,,Mirinda,Mirinda,330ml,330,,en:beverages-and-beverages-preparations|en:beverages|en:snacks|en:sweet-snacks|en:confectioneries|en:non-alcoholic-beverages|en:carbonated-drinks|en:soft-drinks|en:sodas|en:candies|en:sweetened-beverages,https://images.openfoodfacts.org/images/products/622/300/136/0506/front_en.16.400.jpg,en,"oscar, royal house"
food,6224007250020,ملح,ملح,,,نور,نور,dfs,0,,en:condiments|en:salts|en:sea-salts,https://images.openfoodfacts.org/images/products/622/400/725/0020/front_ar.8.400.jpg,ar,b
food,6223007300223,,,,,,,,,,,https://images.openfoodfacts.org/images/products/622/300/730/0223/front_ar.4.400.jpg,ar,
food,6223007290012,Damfi,,Damfi,,,,,,,,https://images.openfoodfacts.org/images/products/622/300/729/0012/front_en.5.400.jpg,en,
food,6221024992513,"Peanut Butter",,,,Hero,Hero,,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:spreads|en:plant-based-spreads|en:oilseed-purees|en:legume-butters|en:peanut-butters,https://images.openfoodfacts.org/images/products/622/102/499/2513/front_fr.3.400.jpg,fr,
food,7622210077660,"Dairy milk Bubbly","Dairy milk Bubbly","dairy milk bubbly",,cadbyry,cadbyry,28g,28,g,en:dairies|en:milks-liquid-and-powder|en:milks,https://images.openfoodfacts.org/images/products/762/221/007/7660/front_ar.9.400.jpg,ar,
food,5449000266248,Sprite,,Sprite,,,,,,,,https://images.openfoodfacts.org/images/products/544/900/026/6248/front_en.3.400.jpg,en,
food,6222014352553,,,,,,,,,,,https://images.openfoodfacts.org/images/products/622/201/435/2553/front_en.3.400.jpg,en,
food,6223000719206,"Granola original shofan",,"Granola original shofan",,,,,,,,,en,
food,6221033000957,HEINZ,HEINZ,,,Heinz,heinz,"11 gram",11,g,,https://images.openfoodfacts.org/images/products/622/103/300/0957/front_ar.6.400.jpg,ar,
food,6223001366256,"Pepsi Extra Fizz",,"Pepsi Extra Fizz",,Pepsi,Pepsi,"1 L",1000,ml,en:beverages-and-beverages-preparations|en:beverages|en:non-alcoholic-beverages|en:carbonated-drinks|en:soft-drinks|en:sodas,https://images.openfoodfacts.org/images/products/622/300/136/6256/front_en.3.400.jpg,en,
food,6223001878643,"Yo Go Strawberry Yogurt Drink",,"Yo Go Strawberry Yogurt Drink",,Almarai,Almarai,,,,,https://images.openfoodfacts.org/images/products/622/300/187/8643/front_en.4.400.jpg,en,
food,6221073008012,"Oat biscuits",,"Oat biscuits",,Bimbo,Bimbo,,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:Food,https://images.openfoodfacts.org/images/products/622/107/300/8012/front_en.5.400.jpg,en,
food,6221073011760,"Dark chocolate",,"Dark chocolate",,Corona,Corona,,,,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:dark-chocolates|en:dark-chocolate-bar,https://images.openfoodfacts.org/images/products/622/107/301/1760/front_en.4.400.jpg,en,
food,6222014336171,"Cocktails Premium Quality",,"Cocktails Premium Quality","Juhayna cocktail 1L",Juhayna,Juhayna,"1 L",1000,ml,en:beverages-and-beverages-preparations|en:beverages|en:Cocktail|en:Juice,https://images.openfoodfacts.org/images/products/622/201/433/6171/front_en.19.400.jpg,en,"Metro, Oscar, Royal House"
food,6223000756645,Fromage,,Fromage,,,,,,,,https://images.openfoodfacts.org/images/products/622/300/075/6645/front_en.12.400.jpg,en,
food,6224000036027,"TEAMA TRIANGLE CHEESE 8 PORTIONS 120G","TEAMA TRIANGLE CHEESE 8 PORTIONS 120G","TEAMA TRIANGLE CHEESE 8 PORTIONS 120G","PROCESSED CHEESE SPREAD INCLUDING VEGETABLE FAT-",Teama,Teama,"120 g",120,g,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:cheese-preparations|en:processed-cheeses,https://images.openfoodfacts.org/images/products/622/400/003/6027/front_en.13.400.jpg,en,
food,6224000432195,"حليب بالشوكولاته مزارع دينا",,"حليب بالشوكولاته مزارع دينا",,,,,,,,https://images.openfoodfacts.org/images/products/622/400/043/2195/front_en.3.400.jpg,en,
food,6223005400932,كامارا,,كامارا,,,,"32 غرام",,,,,en,
food,6222000302869,"صلصة طماطم  قها","صلصة طماطم  قها",,,"صنع في مصر","صنع في مصر",1,0,,en:beverages-and-beverages-preparations|en:beverages|en:alcoholic-beverages|en:wines|ar:12,,ar,
